price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,yr_built,renoveted_or_not,Total_area,extra_area,neighbourhood_total_area_15
169500,2,1,1,0,0,4,2,790,1970-01-01,0,8240,790,8250
586000,4,2,2,0,0,4,4,2130,1970-01-01,0,11130,2130,12541
680000,4,2,1,0,0,4,4,1600,1970-01-01,0,40131,2700,39721
851500,3,2,1,0,0,5,4,2000,1970-01-01,0,21384,3200,9086
582500,2,1,1,0,0,3,3,1159,1970-01-01,0,5959,1159,6440
637000,4,3,2,0,0,3,5,3080,1970-01-01,0,121998,3080,436558
225000,3,1,1,0,0,3,3,1000,1970-01-01,0,10295,1000,14820
795000,3,3,2,0,0,3,4,1880,1970-01-01,0,5987,2260,6400
304999,4,2,1,0,0,3,3,1290,1970-01-01,0,11870,2270,16930
95000,1,1,1,0,0,4,1,760,1970-01-01,0,6506,760,7666
240000,4,1,1,0,0,5,1,1040,1970-01-01,0,6802,1420,6532
772000,4,2,1,0,0,4,3,1250,1970-01-01,0,11180,2500,10820
245000,2,1,1,0,0,4,4,1450,1970-01-01,0,7708,1450,6835
430000,5,3,1,0,0,3,4,1430,1970-01-01,0,8250,2500,9110
799000,3,1,1,0,0,5,4,2210,1970-01-01,0,8510,2210,9000
880000,5,2,2,0,0,3,5,3020,1970-01-01,0,12207,3020,11925
750000,4,2,2,0,0,3,5,3290,1970-01-01,0,10828,3290,10988
1129275,4,4,2,0,0,3,7,4130,1970-01-01,0,12953,5780,11924
532000,3,2,2,0,0,3,4,1820,1970-01-01,0,6730,1820,8758
525000,4,2,1,0,0,4,4,1380,1970-01-01,0,12830,2500,12700
239000,2,1,1,0,1,4,3,1210,1970-01-01,0,10585,1210,10080
460000,2,1,1,0,0,3,4,970,1970-01-01,0,5090,1090,5700
540000,4,2,1,0,0,3,4,1330,1970-01-01,0,9730,1330,12416
475000,2,1,1,0,0,3,3,890,1970-01-01,0,5480,890,5900
445000,3,1,1,0,0,3,4,1360,1970-01-01,1,6358,1360,6348
1129275,5,3,2,0,2,5,7,3420,1970-01-01,0,13460,4220,12620
549950,4,2,2,0,0,3,4,3780,1970-01-01,0,10580,3780,10966
294950,4,2,1,0,0,4,2,1690,1970-01-01,0,16931,2610,10229
736000,3,2,3,0,2,3,4,1980,1970-01-01,0,4955,1980,5124
214946,3,1,1,0,0,4,3,1290,1970-01-01,0,9978,1290,10840
856000,5,3,2,0,2,3,5,3620,1970-01-01,0,9120,3620,8760
775000,2,2,1,0,0,3,5,2680,1970-01-01,0,10072,2680,9360
205000,3,1,1,0,0,3,3,1200,1970-01-01,0,9831,1200,9679
429592,2,2,1,1,4,5,2,1288,1970-01-01,0,12938,1992,9438
414250,4,1,1,0,0,4,3,1120,1970-01-01,0,15206,1640,15000
399950,4,2,1,0,0,4,2,960,1970-01-01,0,6320,1920,5440
319990,3,2,1,0,0,5,3,1370,1970-01-01,0,9166,1840,9525
524000,3,1,1,0,0,4,4,1310,1970-01-01,0,10781,1310,11549
349950,2,1,1,0,0,4,3,1050,1970-01-01,0,7367,1050,11216
889000,4,2,1,0,0,4,4,1580,1970-01-01,0,7050,2570,6550
300000,3,1,1,0,0,5,2,930,1970-01-01,0,6090,930,6220
395000,1,1,1,0,0,3,3,730,1970-01-01,0,3730,730,6520
348000,2,2,3,0,0,3,3,1270,1970-01-01,0,2512,1270,2479
830000,2,1,1,0,1,4,3,710,1970-01-01,0,7150,1150,9650
173000,2,1,1,0,0,4,3,820,1970-01-01,0,11270,820,12440
585000,4,1,1,0,3,3,3,1500,1970-01-01,0,45200,3000,12321
576750,3,2,1,0,0,4,3,1110,1970-01-01,0,7220,2220,6450
495000,5,3,1,0,3,3,3,1250,1970-01-01,0,10120,2500,9640
216650,3,3,2,0,0,3,3,1360,1970-01-01,0,2967,1540,5220
615000,4,2,1,0,0,3,4,1800,1970-01-01,0,18200,2750,13370
675000,4,2,1,0,0,4,4,1620,1970-01-01,0,15593,3130,14519
510000,3,2,1,0,0,4,4,990,1970-01-01,0,10680,1430,9833
630000,3,2,2,0,0,3,4,2680,1970-01-01,0,329815,2680,62100
359950,4,2,2,0,0,3,4,3010,1970-01-01,0,8711,3010,8782
265000,3,1,1,0,0,3,3,1530,1970-01-01,0,9030,1530,13330
210000,3,1,1,0,0,4,2,1240,1970-01-01,0,6082,1240,6650
367000,3,2,1,0,2,4,2,2260,1970-01-01,0,95478,2260,113258
1075000,4,2,1,0,2,4,5,1800,1970-01-01,0,7820,2820,8880
756000,3,2,1,0,2,4,4,1650,1970-01-01,0,11857,3560,11057
203000,3,2,1,0,0,3,3,1630,1970-01-01,0,10775,1630,10836
535000,4,2,2,0,3,3,5,2880,1970-01-01,0,26874,2880,19479
525000,3,3,2,0,0,4,3,1710,1970-01-01,0,9640,2200,8025
347500,3,1,1,0,0,3,3,1220,1970-01-01,0,9120,1620,9408
620000,3,1,2,0,0,3,5,1480,1970-01-01,0,3665,1480,3921
645000,4,2,2,0,0,3,4,2250,1970-01-01,0,12946,2250,15626
1129275,4,3,2,0,0,3,6,3000,1970-01-01,0,14638,3540,11644
280000,3,2,1,0,0,4,3,1790,1970-01-01,0,44189,1790,41345
432000,3,2,1,0,0,4,3,700,1970-01-01,0,7780,1400,7490
790000,3,1,2,0,1,3,5,1790,1970-01-01,0,6842,2390,7610
635000,4,1,1,0,0,5,4,2400,1970-01-01,0,12450,2400,11730
442000,3,1,1,0,0,3,3,1350,1970-01-01,0,8434,2050,8804
490000,4,3,2,0,0,3,3,2640,1970-01-01,0,7907,2640,8310
250000,5,1,1,0,0,5,3,1290,1970-01-01,0,10020,2320,8950
1129275,4,2,2,0,0,4,4,2440,1970-01-01,0,6040,2440,7880
120000,3,1,1,0,0,3,2,1260,1970-01-01,0,8760,1260,8760
1129275,5,4,1,0,3,3,7,4610,1970-01-01,0,53720,6240,21838
325000,4,2,2,0,0,3,3,1930,1970-01-01,0,10388,1930,11155
210000,4,1,1,0,0,3,3,1200,1970-01-01,0,8880,1200,9290
215000,1,1,1,0,0,4,1,570,1970-01-01,0,8609,970,8740
387000,3,1,1,0,0,5,4,1210,1970-01-01,0,12610,1810,12600
408000,3,1,1,0,0,4,3,1380,1970-01-01,0,8395,1380,7860
410000,3,1,1,0,0,4,3,1470,1970-01-01,0,7970,1470,10770
216000,3,1,1,0,0,3,2,1010,1970-01-01,0,8930,1010,9080
357000,3,1,1,0,0,2,3,1340,1970-01-01,0,13084,1340,15693
215000,3,1,1,0,0,4,3,970,1970-01-01,0,8245,970,8950
265000,3,1,1,0,0,3,1,1122,1970-01-01,0,7676,1122,7260
589950,3,2,3,0,0,3,5,1350,1970-01-01,0,3020,1670,6320
440000,3,1,1,0,3,3,4,1600,1970-01-01,0,19691,2840,13713
248000,2,1,1,0,0,4,1,770,1970-01-01,0,9370,770,8380
730000,3,2,2,0,0,3,5,2040,1970-01-01,0,132720,2040,42710
425000,4,2,2,0,0,3,4,3052,1970-01-01,0,15197,3052,11371
680000,3,2,2,0,0,4,4,1830,1970-01-01,0,16868,2620,14963
341500,5,2,2,0,0,3,4,3120,1970-01-01,0,13520,3120,10427
395000,2,1,1,0,0,3,3,900,1970-01-01,0,5075,1100,5390
1129275,4,2,1,0,0,4,6,3410,1970-01-01,0,98806,3410,39073
695500,5,2,1,0,1,4,4,1600,1970-01-01,0,11690,2510,12430
308000,3,1,1,0,0,3,4,1200,1970-01-01,0,10309,1680,10390
422500,3,2,1,0,0,4,3,1000,1970-01-01,0,8410,1960,22380
418000,2,1,1,0,0,4,3,1040,1970-01-01,0,7940,1040,7900
385000,5,1,1,0,0,4,3,1750,1970-01-01,0,11530,1750,12045
876650,3,3,1,0,0,5,5,1650,1970-01-01,1,14678,2170,23790
450000,3,2,2,0,0,3,4,1479,1970-01-01,0,4349,1639,3313
418800,4,2,1,0,0,4,3,1290,1970-01-01,0,12084,2100,12441
330000,2,1,2,0,0,4,3,880,1970-01-01,0,2633,880,2758
550000,3,1,1,0,0,4,4,1290,1970-01-01,0,10316,1940,11074
270000,4,2,1,0,0,3,3,1390,1970-01-01,0,14140,2490,12505
978500,3,2,2,0,0,3,5,1800,1970-01-01,0,9140,2060,10570
975000,4,2,2,0,2,3,6,2500,1970-01-01,0,13175,2720,15588
455000,3,2,1,0,0,3,3,1750,1970-01-01,0,9030,2180,8756
1129275,4,3,2,0,2,3,7,3310,1970-01-01,0,41616,3600,25133
220000,2,1,1,0,0,5,2,840,1970-01-01,0,9840,840,11750
490000,3,2,2,0,0,4,3,2370,1970-01-01,0,14566,2370,13576
420000,4,2,2,0,0,3,3,2270,1970-01-01,0,11370,2270,9620
408500,4,2,2,0,0,3,5,2720,1970-01-01,0,9763,2720,9598
716000,3,1,1,0,0,3,3,1140,1970-01-01,0,5940,1140,6060
965000,4,2,2,0,0,5,4,1620,1970-01-01,0,7460,2460,7320
357823,3,1,1,0,0,3,4,1240,1970-01-01,0,10436,1240,12490
1129275,5,4,2,1,2,3,7,7680,1970-01-01,1,47365,10040,29379
425000,3,2,1,0,0,3,3,1170,1970-01-01,0,11170,1670,10970
711777,4,1,1,0,0,4,3,1110,1970-01-01,0,8951,2220,7950
335000,3,1,1,0,0,4,3,980,1970-01-01,0,10883,980,11733
825000,4,1,1,0,0,3,4,1890,1970-01-01,0,8828,1890,7950
210000,2,1,1,0,0,4,2,1100,1970-01-01,0,7100,1100,7280
575000,2,1,2,0,0,3,4,1780,1970-01-01,0,22470,2770,12060
1129275,4,2,2,0,0,3,6,4250,1970-01-01,0,15175,4250,16194
431500,2,2,1,0,0,3,4,1370,1970-01-01,0,6236,1370,6149
475000,3,1,1,0,0,3,3,1480,1970-01-01,0,14937,1480,12617
1129275,4,3,2,0,0,5,5,2890,1970-01-01,0,7770,3770,7800
540000,6,3,2,0,0,3,3,2330,1970-01-01,1,209344,2870,62057
775000,3,2,2,0,0,4,5,3820,1970-01-01,0,38836,3820,38200
635000,3,2,1,0,0,3,3,1210,1970-01-01,0,4508,1530,6740
1129275,3,2,1,0,2,3,7,4120,1970-01-01,0,20485,4120,18130
405000,3,2,1,0,0,4,3,1100,1970-01-01,0,8857,1590,10396
210000,3,1,1,0,0,3,2,1040,1970-01-01,0,10120,1520,9920
880000,4,2,2,0,0,3,5,2150,1970-01-01,0,7025,2350,6088
239000,4,2,1,0,0,3,3,1370,1970-01-01,0,10207,1370,10360
515000,3,2,1,0,0,3,2,770,1970-01-01,1,7640,1540,7660
1129275,3,3,1,1,4,3,5,1934,1970-01-01,1,41824,3786,36211
215000,4,2,2,0,0,3,3,1500,1970-01-01,0,6893,1500,7452
315000,6,2,1,0,0,4,1,1750,1970-01-01,0,19435,1750,10959
442500,3,1,1,0,0,3,3,1200,1970-01-01,0,10103,1800,9971
311000,2,1,1,0,0,3,4,1180,1970-01-01,1,56501,1180,57672
425000,2,1,1,0,0,4,2,830,1970-01-01,0,6860,830,7310
433500,3,1,1,0,0,4,2,1040,1970-01-01,0,10990,1540,6600
450000,3,2,2,0,0,3,4,1610,1970-01-01,0,9906,1610,9898
675000,3,2,2,0,0,4,4,1990,1970-01-01,0,12250,1990,12250
535000,3,2,2,0,0,3,4,2070,1970-01-01,0,6202,2070,7136
577000,3,1,1,0,0,4,3,1230,1970-01-01,0,14634,1760,12190
480000,3,1,1,0,0,4,3,1290,1970-01-01,0,10268,1740,10138
400000,3,1,1,0,0,4,2,1530,1970-01-01,0,6423,1950,16926
304000,3,1,1,0,0,4,2,1280,1970-01-01,0,9464,1280,9304
355000,3,1,1,0,0,3,3,1460,1970-01-01,0,8663,1460,8773
998000,4,3,2,0,0,3,6,3770,1970-01-01,0,986768,3770,39431
550000,4,1,2,0,3,4,4,2060,1970-01-01,1,10857,2410,17309
210000,3,1,2,0,0,3,2,1400,1970-01-01,0,8700,1400,12265
317000,3,2,2,0,0,3,5,2100,1970-01-01,0,9687,2100,10449
700000,4,3,1,0,0,3,5,3270,1970-01-01,0,31160,5360,24431
265000,3,1,1,0,0,3,3,1000,1970-01-01,0,10150,1000,12137
700000,4,3,2,0,0,3,5,3150,1970-01-01,0,9325,3150,10136
1020000,5,3,2,0,2,3,6,3160,1970-01-01,0,22021,4180,15868
1129275,4,2,1,0,0,3,4,2240,1970-01-01,0,23082,2840,23212
460000,4,2,1,0,0,4,4,1290,1970-01-01,0,37201,2110,39167
410000,2,1,1,0,0,3,3,1000,1970-01-01,0,5660,1660,7070
665000,4,3,1,0,0,5,3,1320,1970-01-01,0,6560,2160,5830
600000,4,2,2,0,0,3,5,2420,1970-01-01,0,10164,2420,13949
502000,4,1,1,0,0,3,3,1170,1970-01-01,0,5764,1920,5324
364950,4,2,2,0,0,3,3,2310,1970-01-01,0,10340,2310,9821
680000,3,2,1,0,2,5,3,1520,1970-01-01,0,6330,2330,5870
235500,5,2,1,0,0,2,4,1670,1970-01-01,0,16053,2340,13080
576000,4,2,2,0,0,3,4,2590,1970-01-01,0,8346,2590,8729
405000,2,3,2,0,0,3,4,1140,1970-01-01,0,2650,1410,2683
335000,3,2,1,0,0,4,4,1540,1970-01-01,0,10889,2850,9967
122000,2,1,1,0,0,3,2,730,1970-01-01,0,7458,730,8204
432000,3,1,1,0,3,4,3,1070,1970-01-01,0,7720,1470,9680
375000,4,2,1,0,0,4,4,2330,1970-01-01,0,13730,2330,12840
276000,4,2,1,0,0,4,4,2460,1970-01-01,0,13710,2460,11846
450000,3,2,1,0,0,3,4,1680,1970-01-01,0,113593,2080,109597
210000,2,1,1,0,0,1,2,990,1970-01-01,0,9130,990,7150
279000,3,2,2,0,0,3,3,1450,1970-01-01,0,5556,1450,6000
635000,3,1,2,0,0,5,3,1340,1970-01-01,0,5240,1340,3081
350000,3,2,2,0,0,3,5,2730,1970-01-01,0,10102,2730,11053
218000,3,1,1,0,0,4,2,1140,1970-01-01,0,8700,1140,8860
750000,4,1,1,0,1,3,3,1650,1970-01-01,0,8250,1950,8060
310597,4,1,1,0,0,4,3,1150,1970-01-01,0,27700,2000,29920
355000,3,1,1,0,0,4,1,700,1970-01-01,0,38700,900,13748
735000,5,2,2,0,0,3,5,3390,1970-01-01,0,8601,3390,8421
155000,1,1,1,0,0,3,2,720,1970-01-01,0,6720,720,7040
354000,3,1,1,0,0,3,3,940,1970-01-01,0,11308,940,11710
415000,3,1,1,0,0,4,3,1400,1970-01-01,0,12283,1770,12038
202000,1,1,1,0,0,4,3,590,1970-01-01,0,1423,590,2397
580000,3,2,2,0,0,3,3,1470,1970-01-01,0,3853,1980,3373
1129275,4,3,2,0,0,3,6,2180,1970-01-01,1,13445,3070,13694
790000,4,2,2,0,0,3,5,3500,1970-01-01,0,11019,3500,11902
499900,3,2,2,0,0,3,4,2100,1970-01-01,0,7212,2100,6470
525000,4,2,1,0,0,3,3,1820,1970-01-01,0,101501,2620,97560
810000,4,2,2,0,0,3,5,2810,1970-01-01,0,13423,2810,12733
425000,4,1,1,0,0,4,3,1330,1970-01-01,0,11063,2290,8798
241250,3,1,1,0,0,3,3,1350,1970-01-01,0,8938,1350,8811
318700,4,2,1,0,0,4,4,1600,1970-01-01,0,21886,2770,21159
720000,4,1,1,0,2,5,4,2070,1970-01-01,0,7530,2530,5550
291000,3,1,1,0,0,4,1,1280,1970-01-01,0,11780,1280,11910
420000,3,1,1,0,0,3,3,1060,1970-01-01,0,39704,1060,12726
210000,2,1,1,0,0,4,4,1000,1970-01-01,0,4554,1000,5150
645000,3,3,2,0,2,3,5,2970,1970-01-01,0,14870,3870,13970
762000,5,2,1,0,0,4,3,2140,1970-01-01,0,8370,3370,5120
247500,4,1,1,0,0,3,2,2290,1970-01-01,1,10055,2290,9455
282500,3,2,2,0,0,4,3,1670,1970-01-01,0,8820,1670,8610
395000,3,1,1,0,0,4,3,1460,1970-01-01,0,24111,1460,51252
295000,3,1,1,0,0,3,3,1030,1970-01-01,0,10005,1770,10478
235000,2,1,1,0,0,4,2,820,1970-01-01,0,5920,820,7370
770000,3,1,1,0,2,3,4,1450,1970-01-01,0,8234,1900,7864
559950,2,2,1,0,0,3,4,1870,1970-01-01,0,6820,1870,6470
639000,4,2,1,0,0,4,3,920,1970-01-01,0,7259,1840,7219
314950,3,1,1,0,0,4,3,1140,1970-01-01,0,10060,1590,10945
525000,3,1,1,0,0,4,3,1640,1970-01-01,0,7820,1640,7720
1129275,3,2,1,1,4,3,7,3000,1970-01-01,0,14665,3000,18959
820000,3,1,1,0,0,4,4,1390,1970-01-01,0,8432,2160,6666
1129275,3,3,2,0,3,4,4,1790,1970-01-01,0,6090,2490,6090
521450,3,2,1,0,0,5,3,1290,1970-01-01,0,6990,1290,6860
760750,3,2,2,0,0,3,5,3190,1970-01-01,0,52327,3190,56383
759600,4,1,1,0,0,4,3,1540,1970-01-01,0,116974,1540,25549
346150,3,2,1,0,0,4,4,1480,1970-01-01,0,9340,2140,9290
390000,2,1,1,0,0,3,3,980,1970-01-01,0,4780,980,6530
359950,5,2,2,0,0,3,4,2450,1970-01-01,0,11882,2450,11410
430000,3,2,1,0,0,4,2,910,1970-01-01,0,6480,1360,6560
960000,4,3,2,0,0,3,6,4610,1970-01-01,0,16286,4610,15064
800000,6,4,2,0,2,3,7,5080,1970-01-01,0,49144,7480,36000
1010000,3,2,2,0,0,3,5,2860,1970-01-01,0,8665,2860,8192
290000,3,2,1,0,0,3,3,1810,1970-01-01,0,13266,1810,14291
1129275,4,2,1,0,0,5,4,2240,1970-01-01,0,12536,2240,13418
777000,3,3,2,0,0,3,6,2440,1970-01-01,0,63287,3610,68905
526000,2,1,1,0,0,4,3,1450,1970-01-01,0,5950,1450,6470
550000,3,3,2,0,0,3,4,1200,1970-01-01,0,2541,1450,4507
276000,3,1,1,0,0,4,3,1200,1970-01-01,0,10570,1820,9500
1129275,5,3,2,0,0,4,7,4140,1970-01-01,0,18292,5620,12520
325000,3,1,1,0,0,3,3,1040,1970-01-01,0,8634,2080,6880
365000,3,2,3,0,0,3,4,1780,1970-01-01,0,3534,1780,3387
1129275,6,4,2,0,0,3,4,4340,1970-01-01,0,13755,4340,11150
825050,4,3,2,0,0,3,5,1980,1970-01-01,1,6540,2860,5690
690000,3,1,1,0,0,3,4,1500,1970-01-01,0,12060,2540,8670
390000,4,1,1,0,0,3,2,1140,1970-01-01,0,7390,1140,2510
385000,3,2,3,0,0,3,3,1320,1970-01-01,0,2617,1320,2883
619000,3,2,2,0,0,3,4,2040,1970-01-01,0,9543,2040,9673
494000,4,2,1,0,0,3,3,1170,1970-01-01,0,43790,1790,52154
412450,3,2,1,0,0,3,4,1910,1970-01-01,0,15415,1910,10010
580000,3,1,2,0,0,3,3,1460,1970-01-01,0,4260,1460,5282
269900,3,1,1,0,0,5,3,1420,1970-01-01,0,23520,1420,23320
704300,4,1,1,0,0,5,3,1790,1970-01-01,0,5870,1790,5790
267000,3,2,2,0,0,3,4,1390,1970-01-01,0,7395,1390,6814
310000,4,1,1,0,0,3,3,1280,1970-01-01,0,14030,1880,11660
227064,3,1,2,0,0,3,3,1570,1970-01-01,0,12394,1570,9655
925000,3,2,2,0,0,5,3,1840,1970-01-01,0,9690,2690,8235
245000,3,1,1,0,2,3,4,1670,1970-01-01,0,13122,1670,12972
339888,3,1,1,0,0,3,3,1040,1970-01-01,0,8530,1040,8930
439000,4,2,1,0,0,4,3,1560,1970-01-01,0,9060,1560,9230
400000,2,1,1,0,0,2,3,1470,1970-01-01,0,7590,1470,7960
560000,3,2,1,0,0,3,4,2070,1970-01-01,1,17072,2070,17072
703011,2,1,1,0,2,3,4,1130,1970-01-01,0,7292,1370,9219
363000,2,1,1,0,0,3,3,770,1970-01-01,0,5920,1120,6310
650000,4,2,2,0,0,3,5,2640,1970-01-01,0,8880,2640,8538
299950,3,1,1,0,0,4,3,1030,1970-01-01,0,10946,1030,10514
228950,3,1,1,0,0,3,2,1120,1970-01-01,0,7745,1120,7914
465000,4,1,1,0,0,3,3,880,1970-01-01,0,13430,1730,9390
725000,3,2,2,0,2,3,5,2090,1970-01-01,0,11937,2090,14343
212500,3,1,1,0,0,4,3,920,1970-01-01,0,15320,920,10770
526000,4,2,2,0,0,3,4,2970,1970-01-01,1,57420,2970,8725
383000,3,2,2,0,0,3,4,1720,1970-01-01,0,11751,1720,8125
244000,3,1,1,0,0,3,3,1460,1970-01-01,0,6152,1460,6157
565000,3,1,1,0,0,5,3,1490,1970-01-01,0,5110,1540,5700
373000,6,3,1,0,0,3,3,2850,1970-01-01,0,15564,2850,6422
300000,3,2,1,0,0,3,3,1310,1970-01-01,0,11165,1310,9680
405000,5,2,2,0,0,3,5,2430,1970-01-01,0,7211,2430,7190
979000,3,1,1,0,1,4,4,1700,1970-01-01,0,15833,1700,20006
324888,4,1,2,0,0,4,4,2160,1970-01-01,0,30910,2160,55368
445000,3,1,1,0,0,3,2,860,1970-01-01,0,4060,860,5520
761000,3,3,2,0,0,3,4,1520,1970-01-01,0,4070,2050,4870
435000,4,2,1,0,0,3,3,1130,1970-01-01,0,6395,1650,6834
252000,3,2,1,0,0,3,3,1180,1970-01-01,0,9980,1570,9950
350000,3,1,1,0,0,3,3,1660,1970-01-01,0,11810,1660,10546
875000,3,1,1,0,0,4,3,1220,1970-01-01,0,9339,1220,10029
280000,3,2,1,0,0,3,3,1780,1970-01-01,0,13122,1780,10589
450000,3,2,2,0,0,3,4,2180,1970-01-01,0,6406,2180,7147
905000,3,2,2,0,0,3,5,3520,1970-01-01,0,240922,3520,168273
382450,3,2,2,0,0,3,4,2220,1970-01-01,0,22751,2220,21669
246700,3,2,1,0,0,4,3,1610,1970-01-01,0,14919,1610,17335
220000,3,1,1,0,0,3,2,1070,1970-01-01,0,10401,1070,9880
555750,3,1,1,0,0,2,2,910,1970-01-01,0,5940,1060,6080
262500,3,1,1,0,0,3,3,1160,1970-01-01,0,10066,1160,10066
515000,2,1,1,0,0,3,3,910,1970-01-01,0,5635,910,6800
499500,3,2,2,0,0,3,5,2970,1970-01-01,1,24877,2970,29957
135000,1,1,1,0,0,3,2,790,1970-01-01,0,13852,790,8377
462500,2,2,2,0,0,3,3,1540,1970-01-01,1,8830,1540,8612
937500,4,2,1,0,4,3,5,2530,1970-01-01,0,24230,3130,26680
458000,3,1,1,0,0,3,3,1280,1970-01-01,0,11040,1470,10960
845000,4,2,1,0,0,3,4,2100,1970-01-01,0,10303,3160,8322
660000,3,2,2,0,0,3,4,2675,1970-01-01,0,43585,2675,41738
265000,3,2,1,0,0,4,3,1340,1970-01-01,0,8123,1340,8088
599999,6,4,2,0,0,3,3,2450,1970-01-01,0,10818,3830,7751
280000,3,2,2,0,0,3,4,1800,1970-01-01,0,10497,1800,10160
1055000,3,3,2,0,0,4,6,2990,1970-01-01,0,192842,2990,52260
875000,4,3,1,0,0,4,5,1930,1970-01-01,0,17845,3720,18460
125000,3,1,1,0,0,4,2,920,1970-01-01,0,8196,920,8396
634800,4,3,2,0,0,3,3,3280,1970-01-01,0,8184,3280,7604
269950,4,1,1,0,0,2,3,1440,1970-01-01,0,11040,1440,45300
359950,3,2,1,0,0,4,4,1100,1970-01-01,0,13552,1940,11134
417000,3,1,1,0,0,4,4,1590,1970-01-01,0,13044,1590,11930
389000,2,2,1,0,0,3,4,1340,1970-01-01,0,5462,1340,5623
1038000,4,2,2,0,2,3,7,3770,1970-01-01,0,14663,3770,13395
698000,6,2,1,0,0,5,3,1340,1970-01-01,0,13930,2680,12075
685000,4,2,2,0,0,3,4,2820,1970-01-01,0,12945,2820,11685
198500,3,1,1,0,0,3,1,1520,1970-01-01,0,8657,1520,9842
350000,4,2,2,0,0,3,4,2560,1970-01-01,0,7988,2560,8048
649950,3,2,1,0,0,3,4,2160,1970-01-01,1,390994,3310,191390
441000,3,1,1,0,0,3,3,1540,1970-01-01,0,8740,1540,9060
462600,3,1,1,0,0,4,4,1430,1970-01-01,0,13191,1430,12075
365070,4,2,2,0,0,3,3,2506,1970-01-01,0,8738,2506,10330
550000,4,2,1,0,0,5,3,1200,1970-01-01,0,9750,2250,8940
470000,5,1,1,0,0,4,3,1370,1970-01-01,0,12340,2740,6790
340000,3,1,1,0,0,3,2,1540,1970-01-01,0,11940,1540,8590
910000,4,2,1,0,0,4,5,2040,1970-01-01,0,43102,4190,39934
405000,4,1,1,0,0,3,3,1190,1970-01-01,0,10082,1690,11741
661000,4,2,1,0,2,4,4,1420,1970-01-01,0,6590,1990,7560
635000,4,2,2,0,0,3,5,2410,1970-01-01,0,9479,2410,9424
282000,2,1,1,0,0,3,3,950,1970-01-01,0,7248,1150,10245
235000,4,1,2,0,0,3,3,1720,1970-01-01,0,11857,1720,11555
277500,3,2,2,0,0,4,3,1260,1970-01-01,0,23360,1260,14430
346500,5,2,1,0,0,4,4,1430,1970-01-01,0,10270,2020,10639
480000,5,2,1,0,0,3,3,1490,1970-01-01,0,7740,2240,8060
360000,4,2,2,0,0,3,4,1930,1970-01-01,0,8438,1930,8718
245000,3,2,1,0,0,3,3,1420,1970-01-01,0,8605,1820,7765
625000,3,3,2,0,0,3,4,1240,1970-01-01,0,3050,1560,3222
750500,5,3,1,0,0,4,4,1450,1970-01-01,0,4610,2170,6070
525000,3,1,1,0,0,3,4,1180,1970-01-01,0,11179,1600,11579
740000,4,3,2,0,0,3,5,2950,1970-01-01,0,60823,3760,31815
523000,3,1,1,0,0,4,3,1240,1970-01-01,0,8975,1240,8760
292000,3,1,1,0,0,5,4,1090,1970-01-01,0,5590,1090,6865
625000,4,2,1,0,2,3,4,1820,1970-01-01,0,12339,2740,10940
700000,3,2,2,0,2,3,5,3110,1970-01-01,0,14837,3110,17593
399950,3,2,2,0,0,3,3,1280,1970-01-01,0,2930,1610,3082
545000,4,3,3,0,0,3,4,1650,1970-01-01,0,3221,1880,3623
339999,4,2,1,0,0,5,2,870,1970-01-01,0,8109,1740,8760
1129275,4,2,2,0,0,5,4,2180,1970-01-01,0,9270,3270,8880
545000,3,2,2,0,0,3,4,1990,1970-01-01,0,7139,1990,6786
260000,4,1,1,0,0,4,4,1960,1970-01-01,0,10360,1960,10480
526000,3,1,1,0,0,3,3,960,1970-01-01,0,5100,1680,5760
701000,4,3,2,0,0,3,5,2910,1970-01-01,0,11450,2910,9131
290000,3,2,1,0,0,4,3,1210,1970-01-01,0,8982,1500,8788
330600,1,1,1,0,0,3,3,580,1970-01-01,1,2379,580,5260
550500,3,1,1,0,0,3,3,1270,1970-01-01,0,10820,2540,10230
430000,2,1,1,0,0,3,3,950,1970-01-01,0,7376,950,3910
1129275,4,4,2,0,0,3,7,5760,1970-01-01,0,23653,7080,19136
260600,2,1,1,0,0,3,3,810,1970-01-01,0,5370,810,6050
825000,5,3,2,0,2,4,4,2720,1970-01-01,0,11580,4080,6545
378950,4,2,1,0,0,5,3,1300,1970-01-01,0,10220,1820,11150
435000,4,2,2,0,0,3,3,2650,1970-01-01,0,11715,2650,15808
631000,3,2,2,0,0,3,5,1250,1970-01-01,0,3066,1670,6801
415000,3,2,2,0,0,3,4,2480,1970-01-01,0,10822,2480,10603
222000,3,1,1,0,0,3,4,1070,1970-01-01,0,8800,1240,9210
245000,3,2,1,0,0,3,3,1390,1970-01-01,0,9640,1390,9265
720000,3,2,2,0,0,4,6,2880,1970-01-01,0,13006,2880,13474
215000,3,1,1,0,0,4,3,1060,1970-01-01,0,11014,1060,10380
579100,2,1,1,0,0,3,3,830,1970-01-01,0,3824,1070,5840
522500,4,1,1,0,0,4,3,870,1970-01-01,0,10939,1640,16786
489000,3,2,1,0,0,4,3,910,1970-01-01,0,4510,1510,5620
240000,3,1,1,0,0,4,2,1230,1970-01-01,0,3583,1230,2852
420250,3,2,1,0,0,3,4,1510,1970-01-01,0,5167,1510,5167
523000,4,2,2,0,0,3,4,2120,1970-01-01,0,24050,3180,16890
